id	filename	md5	size	state
d4330cf6-e37d-4761-89d0-0fd985615aae	d4330cf6-e37d-4761-89d0-0fd985615aae/877f3bcc-97ea-4b0e-9f61-98a9eaedd952.rna_seq.augmented_star_gene_counts.tsv	46dd3dc8eec6222d21b65c15fbc61b30	4253877	validated
da78e095-a01f-481a-98b3-93e559407a89	da78e095-a01f-481a-98b3-93e559407a89/de5a4588-05ec-461f-9235-90611b01f4b6.rna_seq.augmented_star_gene_counts.tsv	281fc4966498a67f2625335a2ba35690	4238976	validated
bea60bf8-1f0d-40df-a4c5-cc7b91b1a26f	bea60bf8-1f0d-40df-a4c5-cc7b91b1a26f/f20785b9-991d-4b87-8ba7-ca32373f1996.rna_seq.augmented_star_gene_counts.tsv	1fca984775a86b991fba506869d2c76c	4227780	validated
b515b2b2-acd1-48a7-a9ad-42d219dffe6c	b515b2b2-acd1-48a7-a9ad-42d219dffe6c/d2bd30d9-e0ce-4b80-889b-974bc0563d9c.rna_seq.augmented_star_gene_counts.tsv	c0257753b2818ddf31a81be082a1e423	4245200	validated
545e47c0-281d-4a8e-9dc7-bb783516667e	545e47c0-281d-4a8e-9dc7-bb783516667e/b9cd3900-965a-4cc4-8867-b416407d5c30.rna_seq.augmented_star_gene_counts.tsv	629ba20555bf6a85b74e620237a8af00	4239322	validated
1c810802-db48-4188-8a71-460bd154cf6f	1c810802-db48-4188-8a71-460bd154cf6f/73370088-0b52-429b-957c-fd02d71f864d.rna_seq.augmented_star_gene_counts.tsv	66f261e53b9080a3ec457201ec7dc9b4	4229655	validated
5f4ae66f-50bc-4a2e-b559-eedf7f6c825b	5f4ae66f-50bc-4a2e-b559-eedf7f6c825b/427e0060-e33b-4ca8-83d8-1dd51a82a267.rna_seq.augmented_star_gene_counts.tsv	2607bf10f91e5004ea82958c7fda6d6b	4233838	validated
dd88fe86-216c-431a-9ef5-4076cf879caf	dd88fe86-216c-431a-9ef5-4076cf879caf/c353cc16-2e98-48ac-8416-49f1532466f7.rna_seq.augmented_star_gene_counts.tsv	a1bef9b5f7801427a57a4f24d94730bb	4231426	validated
8ba83836-6f6a-474d-945e-8240f175fc09	8ba83836-6f6a-474d-945e-8240f175fc09/dd75267f-824e-4ddc-9056-cdf0f500d39b.rna_seq.augmented_star_gene_counts.tsv	9092530c8dfc77bf5e12ba095219113b	4230808	validated
e8ea5496-aa18-4d25-8673-8acd272bd2c4	e8ea5496-aa18-4d25-8673-8acd272bd2c4/1f57edd1-3bc9-4eaf-8045-8984d5c7f148.rna_seq.augmented_star_gene_counts.tsv	bdcec4af150b1170da0bc320243b74b6	4234717	validated
a81c1b8a-daf7-4a54-ad50-ece64777d51b	a81c1b8a-daf7-4a54-ad50-ece64777d51b/f4513bf5-e339-47a4-95c8-d331333794db.rna_seq.augmented_star_gene_counts.tsv	b040b662e15b2ecb4f976901e5910950	4231950	validated
7b9c0df7-dd10-4c76-b5c7-c1b0eaa4aa7d	7b9c0df7-dd10-4c76-b5c7-c1b0eaa4aa7d/2c1c1b9c-180d-44af-b62a-ca9d83ae993f.rna_seq.augmented_star_gene_counts.tsv	ca78b1075fe465d22d7fbbcc1dac5a0a	4233972	validated
3f635b2c-5deb-4ac1-966d-e5e859747f75	3f635b2c-5deb-4ac1-966d-e5e859747f75/c52d39b7-3811-41e5-bdc8-9ed59632a903.rna_seq.augmented_star_gene_counts.tsv	b23cdf20fd2a05985b4cdfaa75f1146e	4245401	validated
d6af61bb-5401-40d5-9d7b-8773702e06d0	d6af61bb-5401-40d5-9d7b-8773702e06d0/5231481f-3568-46e3-aa4d-cbd9c4e95383.rna_seq.augmented_star_gene_counts.tsv	168fe46275bfec329173e9c8e265cf73	4236430	validated
75dce2b2-d301-4e8a-ae5a-b9065275e492	75dce2b2-d301-4e8a-ae5a-b9065275e492/d00dcdf0-3e98-41c5-9978-7a0ffceefa6c.rna_seq.augmented_star_gene_counts.tsv	0c6858a2cfb60d67be16cfa1cfe25a50	4235558	validated
a15bfa8a-ade0-4167-8cd4-5a860a5c4f9d	a15bfa8a-ade0-4167-8cd4-5a860a5c4f9d/70b9dbcc-882d-4c90-a286-c94169e1d418.rna_seq.augmented_star_gene_counts.tsv	5347fbee972a57fb48064cafaa62fb63	4241890	validated
7ae37987-5b2d-402f-b1f4-cb617c515793	7ae37987-5b2d-402f-b1f4-cb617c515793/06ef2350-1dd1-46e9-a1ac-8fc731a6abc7.rna_seq.augmented_star_gene_counts.tsv	b084f1f8067a1dca4c9d75a83593d122	4237181	validated
90cb69cb-502b-429e-be32-6378cb5d1bee	90cb69cb-502b-429e-be32-6378cb5d1bee/102d912c-5882-4ae4-9eaf-cbd2f55f66af.rna_seq.augmented_star_gene_counts.tsv	2fd91d1e30f34e306168e094d54985c0	4240168	validated
c41e26bd-086f-446f-9dd3-fccdb704218c	c41e26bd-086f-446f-9dd3-fccdb704218c/32a88c36-6b9a-483f-ad00-bf899ae279ba.rna_seq.augmented_star_gene_counts.tsv	9fa79f2d4e984ad1679f65fbb718312b	4236564	validated
e9e1421b-3a11-4854-a151-4724ab17a193	e9e1421b-3a11-4854-a151-4724ab17a193/02aa4891-0590-4a2f-bbd1-da2c88cc1508.rna_seq.augmented_star_gene_counts.tsv	002890408666dbc88534ef994d41ae16	4241165	validated
a0eda3dd-6d74-45c9-bf21-f4dafbc0c71f	a0eda3dd-6d74-45c9-bf21-f4dafbc0c71f/b734ed82-e267-4070-9a8f-190cbbd78766.rna_seq.augmented_star_gene_counts.tsv	5979aa72916cb57665a9fb8f6f619760	4236866	validated
a6270c4d-f101-4404-852d-1bdd3785fbeb	a6270c4d-f101-4404-852d-1bdd3785fbeb/28541e4e-2e2b-4772-9566-acf35b31a581.rna_seq.augmented_star_gene_counts.tsv	2262352655c6bc163c61a9e1850b230b	4230561	validated
bbc13cd0-5837-499b-b819-a8e77a04f4cd	bbc13cd0-5837-499b-b819-a8e77a04f4cd/773b41d4-8c43-4777-99b8-190c7e7793e0.rna_seq.augmented_star_gene_counts.tsv	3a78bdbf4f8ba9bbaa1fc3b6c65ab456	4229286	validated
32dab809-4c81-439d-8bd6-e41b52dfbfd5	32dab809-4c81-439d-8bd6-e41b52dfbfd5/ae8e545c-f6ab-40e2-8122-162eab4b2724.rna_seq.augmented_star_gene_counts.tsv	b057632e387b37609f215e14c23d0305	4217562	validated
731d5053-54b5-4ee5-8697-de22da1798ff	731d5053-54b5-4ee5-8697-de22da1798ff/a277c487-2d13-460f-a0d8-26acac1657d0.rna_seq.augmented_star_gene_counts.tsv	b56d0c72419185763a67cec1abbbc34d	4210110	validated
54885644-d9f0-4278-bc7c-40e42bcd28e1	54885644-d9f0-4278-bc7c-40e42bcd28e1/becdc4f8-3eee-4085-9046-31c7a059adff.rna_seq.augmented_star_gene_counts.tsv	f940257f6be4bd80828bd1ed4486b5a1	4234282	validated
733d38f8-4099-4b12-aeca-dcd85f334ff3	733d38f8-4099-4b12-aeca-dcd85f334ff3/412859bb-8b2a-44bf-b3b2-6acd30986067.rna_seq.augmented_star_gene_counts.tsv	917887530b2b16681c0a9e095d9177c9	4238116	validated
777e9c26-4dea-403b-9e88-99f367e5ce56	777e9c26-4dea-403b-9e88-99f367e5ce56/236350e9-8964-42ae-8880-d2f2281ff993.rna_seq.augmented_star_gene_counts.tsv	2cdb50e10ccbbff8a04d05f647fdceef	4229973	validated
94f73ca7-d3e5-412f-ad44-00256eb80065	94f73ca7-d3e5-412f-ad44-00256eb80065/6dfa748c-af43-469f-a98b-8472a4132739.rna_seq.augmented_star_gene_counts.tsv	7e32fe77e7d5531a09bc6a14d1a4f3db	4232247	validated
c7fdb010-901f-4c54-989d-9199c79748f4	c7fdb010-901f-4c54-989d-9199c79748f4/c0054cf0-8f4b-47b6-a8fc-63a1fd36bcc7.rna_seq.augmented_star_gene_counts.tsv	92352012a42fad3470fb2b5e88a219bb	4217150	validated
a71586bc-96e5-40ac-bfb8-facc232009fd	a71586bc-96e5-40ac-bfb8-facc232009fd/44f9e45d-d779-4865-8f10-d085d5d25447.rna_seq.augmented_star_gene_counts.tsv	2ea425bccf3be95169cc20dd22284b2e	4167073	validated
3d67cbe2-5802-45ce-b224-772d665b3441	3d67cbe2-5802-45ce-b224-772d665b3441/faffc96a-760c-405c-9bec-d2ec116b4a1d.rna_seq.augmented_star_gene_counts.tsv	6bdba0b0cea518e431be620ef721d843	4243894	validated
