"","B cell","Macrophage M1","Macrophage M2","Monocyte","Neutrophil","NK cell","T cell CD4+ (non-regulatory)","T cell CD8+","T cell regulatory (Tregs)","Myeloid dendritic cell","uncharacterized cell"
"TCGA-EE-A29B-06A-11R-A18U-07",0.0371971530480546,0.0111341443739614,0.0352428356150281,0.0273756136240457,0.0720789680970826,0.0126730032288188,0.185804298751112,0.00110991594027653,0.0206668593279899,0,0.596717207993631
"TCGA-EE-A2GL-06A-11R-A18S-07",0.149350306836461,0,0.00292407881501471,0.438420575929642,0,0.0725675434575732,0.126110659160448,0.0552481837804822,0.064712211877251,0,0.0906664401431266
"TCGA-WE-A8K1-06A-21R-A37K-07",0.0250466551461191,0.0255991032018304,0.0268971417242456,0.0639908310253751,0.013725730275865,0.0172106390108366,0.0336602594424887,0.0827343803294441,0.0438226953391152,0.0530896816478585,0.614222882856822
"TCGA-EE-A2MH-06A-11R-A18S-07",0.0847370720174761,0.00768203625038487,0.0272227995703364,0.305931201316134,0,0.0462260507671145,0.0646726822261566,0.0392114422337902,0.0447963822059153,0,0.379520333412692
"TCGA-D3-A5GL-06A-11R-A27Q-07",0.0109920284136493,0,0.015732237898947,0.0879853214508174,0.258087129120894,0.0268971592983226,0.0327019379534299,0,0.00757416923939075,0,0.560030016624549
"TCGA-EE-A3AA-06A-11R-A18S-07",0.0844819529631044,0.087484088325005,0.0252130948023138,0.176401886094181,0,0.0328532184213415,0.0113323436055604,0.0316439595446599,0.0532868795388465,0,0.497302576704987
"TCGA-EE-A2M5-06A-12R-A18S-07",0.00640689469879399,0.015334533916545,0.000525870329126522,0,0.0987571845363043,0.00865338844884373,0,0.0269482792258349,0.0103963389520596,0.0218837286716754,0.811093781220817
"TCGA-EE-A3JE-06A-11R-A20F-07",0.0424157085513679,0.0559007750233483,0.058263043570367,0.36646239842334,0,0.029080590382667,0,0.303956901735674,0.0420337339895371,0,0.101886848323699
"TCGA-D3-A1QB-06A-11R-A18T-07",0.0328768874277328,0.0936507525075922,0.0350093361256506,0.133673465924164,0,0.00713349140799929,0,0.248400061256387,0.0312309763629493,0,0.418025028987524
"TCGA-GN-A26D-06A-11R-A18T-07",0.0121162355517292,0.000870346420590923,0.0204208330537257,0.437484370720121,0,0.0669374064741656,0,0,0.0106340997601828,0,0.451536708019485
"TCGA-GF-A6C8-06A-12R-A311-07",0.0190650328194575,0,0,0.617756949166238,0,0.117814881552729,0,0.0228492668980724,0.0434329801019002,0,0.179080889461603
"TCGA-EE-A29T-06A-11R-A18T-07",0.0216250106072159,0.109885752615802,0.0590797296390207,0.290384652647031,0,0.0362571436482843,0,0.0419670550911269,0.0150397377288634,0,0.425760918022655
"TCGA-ER-A19E-06A-11R-A18S-07",0.029937619068687,0,0,0.84858900720221,0,0.121473373729103,0,0,0,0,1.11022302462516e-16
"TCGA-WE-A8JZ-06A-11R-A37K-07",0.0285022252378151,0,0.0120904609619784,0.193790793457775,0,0.0289848392061027,0.0533999999472541,0.00521848030281806,0.0109645283834452,0,0.667048672502812
"TCGA-FR-A7UA-06A-32R-A352-07",0.0276907572520659,0.239764338390103,0.00642633459410968,0.102840241340374,0,0,0,0.619531852132746,0.0037464762906013,0,1.11022302466384e-16
"TCGA-DA-A95Y-06A-11R-A37K-07",0.0217777721063591,0,0.0117512418679825,0.15025130840181,0,0.0169654102727908,0.0648556923786204,0,0.0089096311962482,0.00905081954303749,0.716438124233151
"TCGA-D3-A2JH-06A-11R-A18T-07",0.0275161662546241,0.0339690159190641,0,0.337754885713411,0.0443119470777871,0.0324795783645662,0,0.353719778019003,0.0398381348143775,0,0.130410493837167
"TCGA-WE-AA9Y-06A-12R-A38C-07",0.0300752250848951,0.00862263978874042,0.0240832748726184,0.157658266967306,0,0.0549887181866037,0.0280105669115172,0.00409077451429952,0.0212076440611384,0,0.671262889612882
"TCGA-ER-A1A1-06A-11R-A18U-07",0.401675074880975,0.0310559182335259,0.0209764884099569,0,0,0.000605615693516376,0.344738496071607,0.0113713451314781,0.171791357007436,0.017785704571505,0
"TCGA-EE-A2MU-06A-21R-A18S-07",0.0236619444724238,0.0673289336022386,0.0502080846584159,0.277704597865797,0.000676039971111795,0.0288745410099843,0.0338807717444778,0.0821412844779703,0.0573502089130143,0,0.378173593284566
"TCGA-D3-A8GL-06A-11R-A37K-07",0.0670756081634992,0,0,0.196269670388969,0,0.0184617775956803,0.242790871400038,0,0.0229574427144865,0,0.452444629737328
"TCGA-DA-A1HV-06A-21R-A18S-07",0.035100303558829,0.0613027514051635,0.00220419859450859,0.296595298724449,0,0.0372008345987214,0,0.0821872178764926,0.0272899673618596,0,0.458119427879976
"TCGA-D3-A8GC-06A-11R-A37K-07",0.0364348769242095,0.0575859232977366,0.0165100150773086,0.114651477336676,0.121527217997286,0.0258743895260673,0,0.00187653712890706,0.0198325517065134,0,0.605707011005295
"TCGA-D3-A2J9-06A-11R-A18T-07",0.116754850595259,0.0944751724391531,0.0301639008492052,0.145747259154118,9.91327084079632e-05,0.0172676058231799,0.0302552866876008,0.381408009872213,0.078362969758411,0,0.105465812112451
"TCGA-RP-A690-06A-11R-A311-07",0.0275724765796516,0,0.069703937033145,0,0.153129154246844,0.0131347213774043,0.0158084084331658,0,0.00337875182936894,0,0.717272550500421
"TCGA-D9-A1X3-06A-11R-A18S-07",0.0140278781500435,0,0,0.702772496773571,0,0.120099439548516,0,0,0.0125343404435555,0,0.150565845084314
"TCGA-EE-A3AG-06A-31R-A18S-07",0,0,0,0.548886429937563,0,0.0775628184972772,0,0.000545932215747349,0,0,0.373004819349413
"TCGA-WE-A8ZN-06A-11R-A37K-07",0.0134732255533228,0.00811433229154845,0.0445782660125752,0.0295473328887015,0.0345685479958642,0.0092352336645395,0.0215599800403891,0.0478235576657352,0.02041029549144,0.00635936130967549,0.764329867086209
"TCGA-GF-A3OT-06A-23R-A239-07",0.00362650174869671,0.309162187703664,0,0,0.166643482896478,0.00420490554682145,0,0.00913404400304916,0,0,0.50722887810129
"TCGA-QB-A6FS-06A-11R-A311-07",0.0390253006799611,0.0750893170335792,0.037356645568231,0.170073348459299,0,0.0146084462917241,0.0472430423434527,0.0600055637723406,0.0360985984756209,0,0.520499737375791
"TCGA-D3-A1QA-06A-11R-A18T-07",0.0156310451177037,0.00673773458419502,0.0194169667599643,0,0.412741496264165,0.00574120973701544,0.0633160571791169,0.0037051204114641,0.0102503048958718,7.56368882849552e-05,0.462384428162219
"TCGA-D3-A3C3-06A-12R-A18S-07",0.0168667807740957,0.00450209093838296,0.0289385169286001,0.219456208168976,0,0.0575127337699558,0.0563581245600424,0.0294981042802658,0.0377255707542162,0,0.549141869825465
"TCGA-EE-A17Z-06A-11R-A18S-07",0.0105923895820514,0,0,0.377135286930248,0,0.0966958054571425,0.0646506225564799,0,0.0216005438410339,0.00759845739128465,0.42172689424176
"TCGA-ER-A19J-06A-11R-A18S-07",0.0376584557311155,0.0156807010245298,0.0133722256567619,0.298712823542019,0.0604735983717663,0.0598256781630258,0,0.000851114145960557,0.0210320572225013,0,0.49239334614232
"TCGA-YD-A9TA-06A-11R-A39D-07",0.0555971483716243,0.0643898915168655,0.0486732222089469,0,0.0432460445954838,0.0215895229231681,0,0.0164769508138611,0.022895722060412,0.175248617067561,0.551882880442077
"TCGA-D9-A6EG-06A-12R-A32P-07",0.0146480997987424,0,0.0258689765098042,0,0.288899502525521,0.00803616326408573,0.0573919176726616,0,0.0201152409798257,0.00389793528932285,0.581142163960037
"TCGA-EE-A29P-06A-11R-A18T-07",0,0.0446294228820024,0,0.73646277054425,0,0.0670284867152823,0,0.151879319858465,0,0,1.11022302462516e-16
"TCGA-EE-A20B-06A-11R-A18U-07",0.00358197744896694,0,0,0.709280973057766,0,0.10017581815442,0,0.020101722653075,0.0743419262821511,0,0.0925175824036213
"TCGA-FR-A8YC-06A-11R-A37K-07",0.0402198761160806,0.0229602426362018,0.00250657202859237,0.21217084509095,0,0.0378671442497473,0.0407469842114356,0.0310693132581799,0.0101573383878672,0,0.602301684020946
"TCGA-WE-A8ZM-06A-11R-A37K-07",0.0173178809992146,0,0,0.466015459186208,0,0.100956713239761,0,0,0.0228694026471441,0,0.392840543927672
"TCGA-EE-A29C-06A-21R-A18S-07",0.00433168210296665,0.00871847991071953,0.0382451122114629,0.0703337428781237,0.0340296212585684,0.0166079527524379,0.0670495242229082,4.96684505241711e-05,0.0154988949060087,0.0879160791985125,0.657219242107767
"TCGA-D3-A2JK-06A-11R-A18S-07",0.019603646372667,0,0.0340885575820111,0.274358642794062,0,0.0652019813198159,0,0,0,0,0.606747171931444
"TCGA-FR-A69P-06A-21R-A311-07",0.0130587207760179,0,0,0.482020078682844,0,0.0732266446595345,0,0,0.00821903454947249,0,0.423475521332131
"TCGA-D9-A1JX-06A-11R-A18S-07",0.0153766821264141,0.0126547228390275,0,0.623850978858182,0,0.0888299304520296,0,0.0942424688324232,0.0268866854759555,0,0.138158531415968
"TCGA-FS-A1ZG-06A-11R-A18T-07",0.02861931065987,0,0.0167011083207391,0.0617016434552475,0,0.0329892967430003,0.118387534196037,0,0.0184952766476179,0.149923895900772,0.573181934076717
"TCGA-FR-A729-06A-11R-A352-07",0.0665668788930284,0.0506939709748897,0.0231254310755567,0.315202612649729,0.00805778534637418,0.0603343476305578,0,0.123944542925711,0.0729823704721151,0,0.279092060032038
"TCGA-EE-A2ME-06A-11R-A18T-07",0.0999581781025882,0.0608139681570648,0.0338977437864111,0.14561002875038,0,0.0182647555575841,0.305994821959563,0.223064212093984,0.0797568757432659,0,0.032639415849158
"TCGA-WE-AAA3-06A-11R-A38C-07",0.0175962922777818,0.0226209978274436,0.0261454870128516,0.071492609962128,0.113682215178719,0.0291213610902727,0,0.0437799440375785,0.0180328716091482,0.109077601443616,0.548450619560461
"TCGA-D3-A8GO-06A-11R-A37K-07",0.0885045430783773,0.00377893943637223,0,0.269629733399742,0,0.0417383304563898,0,0.00394615949168921,0.0174693593461142,0,0.574932934791316
"TCGA-EE-A29W-06A-11R-A18U-07",0.0479887418864909,0,0,0.54476339274012,0,0.0964617266972889,0,0,0,0,0.3107861386761
"TCGA-DA-A95X-06A-11R-A37K-07",0.0277354866335878,0.132008990422188,0,0.299325788286993,0,0.0511753437930919,0,0.0108697783227737,0.0410605213602013,0,0.437824091181164
"TCGA-EE-A2MD-06A-11R-A18T-07",0.0516633785904348,0.0245212873055668,0.00961095952784297,0.0805177866833428,0.170150835218569,0.00638144927788979,0.257012449990035,0.0047538608626763,0.0342267365962911,0.0270632071324485,0.334098048814903
"TCGA-EB-A5UN-06A-11R-A311-07",0.0197910197419662,0.139150230470061,0.0409378414106215,0.193629472680913,0,0.038537601862676,0,8.93301661397633e-05,0.0382648702670735,0,0.529599633400548
"TCGA-DA-A3F5-06A-11R-A20F-07",0.0004457263900529,0.301983694125525,0,0,0,0.0259433641476776,0,0,0.033853949105387,0,0.637773266231358
"TCGA-D3-A2JC-06A-11R-A18T-07",2.31755304872886e-05,0.226587245490759,0.00523947880268573,0.291689314772432,0,0.0368699210767307,0,0.0464853620941911,0.0644753502834397,0,0.328630151949274
"TCGA-D3-A8GE-06A-11R-A37K-07",0.0328601797943327,0,0.0123857673902173,0.623523172634562,0,0.130582124832604,0,0,0.142171034796062,0,0.0584777205522222
"TCGA-D3-A2JB-06A-11R-A18T-07",0.207027840764405,0.0276069165960614,0.0197191296811364,0.133917551024644,0,0.024573295740914,0.0434258140589097,0.0553784011160691,0.0975885469791343,0.0201386555824731,0.370623848456252
"TCGA-D3-A1Q7-06A-11R-A18T-07",0.0396390597125597,0.0799948663982952,0.0397392422844371,0.316648167192197,0,0.0324045448444653,0,0.212772156189453,0.0606067427365672,0,0.218195220642026
"TCGA-DA-A1I7-06A-22R-A18S-07",0.00973061094647274,0.351488111772473,0,0,0,0.0560353160022286,0,0,0.0308125854891031,0,0.551933375789723
"TCGA-ER-A19H-06A-12R-A18S-07",0.0527248882208232,0.00903329402747521,0.0079885321124728,0.391467555711239,0,0.0756321773472581,0,0.0526661986269731,0.0599432906203165,0,0.350544063333442
"TCGA-ER-A199-06A-11R-A18T-07",0.142779782707714,0.0889704350625731,0,0.564208866652293,0,0.060569258229927,0,0.09338377617886,0.0500878811686321,0,0
"TCGA-DA-A1I5-06A-11R-A18T-07",0.0434313988296424,0.0246799967294205,0.0439288825601619,0.19767952945847,0,0.028596277660879,0.168938362713936,0.0423895640694777,0.0389155537221547,0,0.411440434255858
"TCGA-EE-A2GB-06A-11R-A18T-07",0.0209897533183084,0,0,0.578951981793062,0,0.0688769690729315,0.0196717329438456,0,0.00402861790916343,0,0.307480944962689
"TCGA-D3-A51K-06A-11R-A266-07",0.0321420423997122,0.00287842595355199,0.041291794796937,0.0934307114935614,0,0.0297828753399681,0.0197451040913128,0.0175833650302395,0.0123041319090471,0,0.75084154898567
"TCGA-EE-A2MG-06A-11R-A18T-07",0.134429509829266,0.0139340709074543,0.0709475039803553,0.0637101663329325,0.198003364646942,0.0195125597796406,0.213006755166382,0.0469740525292651,0.0296266762782589,0,0.209855340549503
"TCGA-D3-A1Q4-06A-11R-A18T-07",0.0112874983586141,0,0,0.727911370956734,0,0.128398224291223,0,0,0.0147743531912021,0,0.117628553202227
"TCGA-D3-A2JP-06A-11R-A18S-07",0.0480750655566099,0.0254820309495084,0.0304669084318302,0.209172534234966,0,0.0469685036403381,0,0.0437639120591153,0.0281518436281331,0,0.567919201499499
"TCGA-EE-A2MQ-06A-11R-A18S-07",0.0241484380403124,0,0.00812609354556298,0.395899616466388,0,0.046764948924183,0,0.00239709952485278,0.0431709982424898,0,0.479492805256211
"TCGA-FS-A1ZD-06A-11R-A18T-07",0,0,0,0.890419227178754,0,0.109580772821246,0,0,0,0,0
"TCGA-GF-A4EO-06A-12R-A24X-07",0.0619427162403564,0.132092665015791,0.0310756859497504,0.14772855051836,0,0.0318875804282836,0,0.175453943336331,0.0709581702791614,0,0.348860688231966
"TCGA-EE-A29D-06A-11R-A18T-07",0.0211291271076965,0,0.0429067137927874,0.273275456142224,0,0.0601916592929878,0.0849371713058475,0,0.0198377817038445,0,0.497722090654613
"TCGA-W3-A824-06A-21R-A352-07",0.0117117187098446,0.0413564711919827,0.0238520882155933,0.26917872581249,0,0.0519712181205637,0,0.0902774210419328,0.0241004516261337,0,0.487551905281459
"TCGA-OD-A75X-06A-12R-A32P-07",0.0190576840162136,0,0,0.712580536699111,0,0.0930987409637262,0,0,0.00361220971706273,0,0.171650828603886
"TCGA-FR-A3YN-06A-11R-A239-07",0.0216223624011226,0.0209626722079628,0.0200972365992447,0.275565980154627,0,0.0323210227800449,0,0.0492290169724623,0.0383381569868203,0,0.541863551897715
"TCGA-YG-AA3P-06A-11R-A38C-07",0.0432503431737727,0,0,0.197180348542217,0,0.0370998435373629,0,0,0,0,0.722469464746648
"TCGA-ER-A19S-06A-11R-A18U-07",0.0301830613252188,0.0836209528344539,0,0.462432905464583,0,0.040031691188313,0,0.367551307842974,0.0161800813444571,0,1.11022302470583e-16
"TCGA-EE-A3J5-06A-11R-A20F-07",0.0148355236542448,0.0331696342975576,0.0179306234865474,0.13460556716465,0.0422218677154411,0.0188983263449293,0.000380755859656066,0.046900722143067,0.0233944973834286,0.0483399334803585,0.619322548470119
"TCGA-ER-A19P-06A-11R-A18S-07",0.112630736890305,0.0551378265149982,0.0245646745283408,0.267445592047866,0,0.0317361003884542,0,0.281511921497668,0.149202056043422,0,0.0777710920889447
"TCGA-EB-A5UL-06A-11R-A311-07",0.0459925391700718,0.0170029994766165,0,0.201974950545101,0,0.0280252494788256,0.0670675796508715,0.0474120313016006,0.0331180319464231,0.00237296051521437,0.557033657915275
"TCGA-EE-A29R-06A-11R-A18T-07",0.0360662012599487,0,0,0.476994618561945,0,0.0712929306786082,0,0,0.00334283184533161,0,0.412303417654167
"TCGA-ER-A42L-06A-11R-A24X-07",0.0325581755298852,0.0652212645956223,0.114529536647786,0.247264734355798,0,0.0478647248332762,0.00418917199838815,0.119226431507588,0.0301135666764905,0,0.339032393855166
"TCGA-EE-A3J8-06A-11R-A20F-07",0.0364763464840982,0,0,0.228227950214654,0,0.036593295283299,0,0,0.00170646320892433,0,0.696995944809025
"TCGA-D3-A3CB-06A-11R-A18S-07",0.0955790920261798,0.0873389953062811,0.0782580263758582,0.185551449494809,0,0.0276570892986458,0.00501348971962019,0.224857318791404,0.0791962595061196,0,0.216548279481082
"TCGA-YG-AA3O-06A-11R-A38C-07",0.0247418798132398,0.011147659710341,0.0105241441765894,0.088378527931604,0.0475086859859877,0.0144694289226107,0.0336796235213474,0.0147656707861424,0.0600534363749703,0.0388615615827395,0.655869381194428
"TCGA-EB-A5KH-06A-11R-A27Q-07",0.00959079011199661,0,0,0.314517555560722,0,0.0454256790070284,0.104553213737712,0,0.0111677036029188,0,0.514745057979622
"TCGA-FR-A7U8-06A-21R-A352-07",0,0,0,0.303024371189105,0.105801923736157,0.0870784664229287,0,0,0,0,0.50409523865181
"TCGA-D3-A2J7-06A-11R-A18T-07",0.0266382598494023,0.0289946306171233,0.0308620696306474,0.352947680237602,0,0.0628929267950716,0.075246479045899,0.0403991094852121,0.0434751566165009,0,0.338543687722542
