"","B cells naive","B cells memory","Plasma cells","T cells CD8","T cells CD4 naive","T cells CD4 memory resting","T cells CD4 memory activated","T cells follicular helper","T cells regulatory (Tregs)","T cells gamma delta","NK cells resting","NK cells activated","Monocytes","Macrophages M0","Macrophages M1","Macrophages M2","Dendritic cells resting","Dendritic cells activated","Mast cells resting","Mast cells activated","Eosinophils","Neutrophils","P-value","Correlation","RMSE"
"TCGA-ER-A19B-06A-11R-A18S-07",0,0.0205396210606491,0.0314556020366215,0,0,0.180942834430534,0.0197703931456388,0.00589017052987049,0.0856365213008342,0,0.150775929141516,0,0.0360279112176565,0.419041889420533,0,0,0,0,0.0326823760905735,0,0.0172367516255732,0,0.46,0.0268958231063998,1.10911749449669
"TCGA-ER-A2NC-06A-11R-A18T-07",0.0561438613413549,0,0.00462213570500047,0.0467254537532582,0,0.138708521941084,0,0,0.0132241747721372,0,0.0483729524848661,0,0.11107077803383,0,0.0104952146927121,0.561626894197269,0,0,0,0,0,0.00901001307848861,0.08,0.155696889275235,1.04010515724459
"TCGA-ER-A2NH-06A-11R-A18S-07",0.0440179139214228,0,0.0481172298477286,0.383496813058353,0,0.019305979921817,0.0184821114729176,0.0535923173230372,0.0630057169382462,0,0.0839861817273079,0.0163723591306058,0.0602526568773469,0,0.0659374282227466,0.11741696563027,0.00869055265095149,0,0.0173257732772494,0,0,0,0.0600000000000001,0.184284981732011,1.0343259866261
"TCGA-FS-A4F0-06A-11R-A24X-07",0,0.00136067404422579,0.015686026731471,0,0,0.247598053267143,0,0,0.0986916800190025,0,0.190677908265835,0,0,0,0,0.266433445517423,0.00328448165003465,0,0.139263543698392,0,0.0370041868064735,0,0.99,-0.0692894149413046,1.12047981095356
"TCGA-FR-A44A-06A-11R-A24X-07",0,0,0.00844824922499212,0.32279735789335,0,0.0646773685478294,0.0463949627439667,0.00623759139909397,0.0686742908330106,0,0.0818234831533538,0,0.0371202048299071,0.121918120370001,0.0943262608242546,0.147128287394091,0,0,0.000453822786149427,0,0,0,0.01,0.297192352296868,0.973814404740878
"TCGA-HR-A2OH-06A-11R-A18U-07",0,0,0.0599203251136103,0.328451281843494,0,0,0.0223941001792806,0.0719893442544785,0.0742564509630989,0,0.129049249913413,0,0.079272353806084,0.0439201723620386,0.097739174539913,0.0930075470245893,0,0,0,0,0,0,0.04,0.205752584438338,1.02241610443406
"TCGA-D3-A2JF-06A-11R-A18S-07",0.0591297928994387,0.019423983842379,0.0719652693343775,0.129463065464869,0,0.119173432109168,0,0.0306563392113111,0.0899947172974541,0,0.0142108094971911,0.0223315907480549,0.0430231083547386,0.0938715639105073,0.179394301512801,0.100326042608124,0,0,0.027035983209586,0,0,0,0.01,0.274040088177362,0.98085399388001
"TCGA-FW-A3R5-06A-11R-A239-07",0.0844449208453124,0.00875892604586877,0.00990754047943939,0,0,0.278954824845728,0.0277290743939861,0.0303339764987967,0.0280485350271299,0,0.141054507195651,0,0.0147729796890417,0.165165842652675,0.0677648603684157,0.0349050007659681,0.0128044794827458,0,0.0291251989911547,0,0.0662293327180865,0,0.36,0.0397500009757707,1.07187743290606
"TCGA-D3-A3CC-06A-11R-A18S-07",0.239930559843332,0,0.0294158709570946,0,0,0.213623868557389,0.0143803769397728,0,0.0219266309253978,0,0.0151679229294051,0.00055535539079094,0.0197593726988557,0,0.0140640283978592,0.395916011675243,0.000584289168718397,0,0.0346757125161411,0,0,0,0.08,0.152180052562715,1.03230016698566
"TCGA-EB-A5VV-06A-11R-A32P-07",0.182314931357163,0.192953041739206,0.0305808813872477,0.102620624999201,0,0.174955838483798,0.0187849099152823,0.00651746897875501,0.0471402529091825,0,0.0900279401967938,0,0.0290547274122305,0.00118596803593244,0.0163827353373319,0.0652997695859634,0,0.0127936868880983,0,0.0293872227738142,0,0,0,0.612540692001321,0.793827247339459
"TCGA-DA-A1HY-06A-11R-A18T-07",0.00604482598129143,0,0.0124248895685647,0,0,0.0693474231983446,0,0.000358880356091913,0.0655139681134488,0,0.102449421855707,0,0,0.560497201734298,0,0.0753138073635485,0,0.0132746916028848,0,0.0875782997418326,0.00719659048398724,0,0.07,0.179306858921135,1.07923190821605
"TCGA-ER-A19O-06A-11R-A18S-07",0.0450219362744289,0,0.0149256261511578,0.167183258903111,0,0,0.00890946145291292,0.00624936495570387,0.0859852269587513,0,0.0534121485563118,0,0,0.191104185356225,0.0610223775324141,0.267416773205401,0.0350867757183898,0,0.0444211247567558,0,0,0.0192617401784363,0.02,0.246800911059147,0.986931998995198
"TCGA-EE-A2GN-06A-11R-A18S-07",0.114799680170405,0,0.0216853436950938,0,0,0.0190621699545545,0,0.0658559959620511,0.0427450172718902,0,0.0325460162809254,0,0,0.519732688696478,0.0489933640992735,0.134579723869329,0,0,0,0,0,0,0.11,0.129325148777284,1.09342964577593
"TCGA-EE-A20I-06A-11R-A18U-07",0.111414455289987,0,0.0428568693131154,0.205862681911169,0,0.0594253408001207,0.000837362974104148,0.0599908138219824,0.0604916324913058,0,0.0694889220694139,0.00254554853212214,0.00167464328115944,0.18615435047243,0.0370097029311018,0.162247676111989,0,0,0,0,0,0,0.12,0.122131714387019,1.04610760994053
"TCGA-D3-A51T-06A-11R-A266-07",0.113317757396578,0,0.0851383971685732,0,0,0.0303948483253691,0.0185659707149161,0.00669081790134172,0.0649534500745734,0,0.0834178294741295,0,0.0222405395372183,0.284137217002274,0.0931376882351606,0.0280531516619243,0.0485416364725059,0,0.0639951285293383,0,0.0574155675060976,0,0.12,0.120786766042265,1.04017010654314
"TCGA-FW-A3TU-06A-11R-A239-07",0.0939121173068206,0,0.267761273807494,0.10327819911737,0,0.00394172772356245,0,0,0.089622437852552,0,0.0511068022876678,0,0.0140707645910507,0.332926137828896,0.00783378276101165,0.0259843884732165,0,0,0,0.00956236825035784,0,0,0,0.493119834956907,0.871045184960424
"TCGA-D3-A8GR-06A-11R-A37K-07",0,0.0874407842947007,0.02608968138117,0.0293639193812916,0,0.105055489062134,0,0,0.0450966444882644,0,0.176987964760116,0,0.10389524167196,0.186488604540404,0,0.00620634190157732,0,0,0.192264542075736,0,0.0411107864426457,0,0.77,-0.0137844717109518,1.08540400615164
"TCGA-EB-A6L9-06A-11R-A32P-07",0.152459894612738,0.0877186112746255,0.067442692732671,0.165467571460994,0,0.0440509310869827,0.0233610149238179,0.000904561767394512,0.133631624766782,0,0.0832494532325134,0,0.0167031024853048,0.110305581102032,0.056235487104544,0.0584694734496003,0,0,0,0,0,0,0,0.43646487540821,0.899870838612419
"TCGA-D3-A3CF-06A-11R-A18T-07",0.157677198501271,0.0936304712333078,0.0417681580768401,0.00782803338073069,0.0190216120651945,0.137607914805329,0.0367634510838092,0,0.069549630335783,0,0.0432481613670754,0,0.0421954764447818,0.100523342126155,0.110176147776002,0.109179800244677,0.0308306025590432,0,0,0,0,0,0,0.344234070994715,0.943189105908005
"TCGA-FR-A7U9-06A-11R-A352-07",0,0.00639949373394109,0.0342952660164904,0.0704795929380196,0,0.209282553557725,0.00786519765281907,0.00850617054693717,0.0336136211967783,0,0.0741996882548351,0,0.0608052291300997,0.161274753382973,0.0540477759838963,0.273909744236291,0,0,0.00532091336919502,0,0,0,0.07,0.174945571097763,1.01897595964138
"TCGA-EE-A2GK-06A-11R-A18S-07",0.259159857717497,0.210496329481833,0.0431344745845289,0.079251056781061,0,0.179967773863399,0.0420153925431797,0.0081566220136577,0.0152721455669779,0,0.0556868804286706,0,0.0120096906219358,0.0404220934352165,0.0102633009559517,0.0436091293410477,0,0.00055525266504323,0,0,0,0,0,0.724168586607775,0.701878452838428
"TCGA-EE-A3JB-06A-11R-A21D-07",0,0.017108835564574,0.00210684056109695,0,0,0.129676696053622,0.00628791796412816,0.0234663788526714,0.00887644260503296,0,0.0484781017340984,0,0.0922675950848523,0.204491698138473,0.0207614334823926,0.398585100364339,0,0,0,0.0478929595947196,0,0,0.03,0.235732643744232,1.00620019264058
"TCGA-QB-AA9O-06A-11R-A39D-07",0.0513872811915211,0,0.0653198779105466,0.319744775535593,0,0.0652734501979614,0.0295510861121333,0.0730560905788997,0.0707919131228155,0,0,0.0284359433867364,0.0348357246222305,0.15059572937369,0.0424062907343918,0.0589922302193773,0,0,0.00960960701410336,0,0,0,0.04,0.211604741488253,1.01397565497782
"TCGA-FW-A3TV-06A-11R-A239-07",0.217131733786058,0,0.0213203728222533,0.140079395096698,0,0.108533621341213,0.0198730014501796,0.0867553878922734,0,0,0.0938265024445103,0,0.0282515364816911,0.0332534925610833,0.0291348471999702,0.22184010892407,0,0,0,0,0,0,0.58,0.00717363473150954,1.09357357068269
"TCGA-EE-A3AF-06A-11R-A18S-07",0.000884821251376535,0,0.00406631674665246,0.202085313153772,0,0,0,0.0382696695819828,0.0372460135088808,0,0.0621204025848334,0.0144579056278357,0.0654307110681861,0.172425502901274,0.0406348365901269,0.228514552381817,0.0159321983366665,0,0.0965389115447861,0,0.0213928447218097,0,0.54,0.0159842301896114,1.08050143897703
"TCGA-D3-A2JO-06A-11R-A18S-07",0.00626979268956723,0,0.133895848440299,0.207389617594173,0,0.092930397601348,0.0360445633170445,0.035209273351027,0.0528089691336185,0,0.0434065589137965,0.00376760677171327,0,0.184910848762039,0.0880769123601361,0.0578863305464616,0.0293922420257925,0,0,0,0.0280110384929836,0,0.02,0.259825038651552,0.983399032287285
"TCGA-FS-A1ZA-06A-11R-A18T-07",0.108714150671405,0,0.134104762534934,0.123414884443478,0,0.0957948355625988,0.00340791814638845,0.0919888762167685,0.00950794239889605,0,0.0688424925777954,0.0012693018428993,0.0332685652547073,0.12682612886893,0.0645826465424093,0.126969201559797,0.0113082933789922,0,0,0,0,0,0,0.414745415774319,0.909210879628122
"TCGA-D3-A1Q6-06A-11R-A18T-07",0,0,0.0134974932211719,0,0,0.403092316536324,0.0016500157914092,0,0,0,0.100391148532457,0,0,0.0528011249465302,0.0213642968605319,0.274368555773595,0,0.0347655142999284,0,0.0421184611503495,0,0.0559510728877042,0.91,-0.0280572756404357,1.1062833439328
"TCGA-FR-A8YD-06A-11R-A37K-07",0,0.0135268928190088,0.0250981886691822,0.00971342389169599,0,0.0810794374076015,0,0.0140308793289874,0.102783783607001,0,0.186718117771027,0,0,0.390417720905437,0.00150345129491403,0.171096049028531,0,0,0,0.00403205527661433,0,0,0.12,0.125940456239017,1.07264619368992
"TCGA-GN-A266-06A-11R-A18T-07",0.00292884049295104,0,0.0242506570216987,0.0682152230236407,0,0.238771502358218,0.0112423733231194,0.00598460944674913,0.0161803346380725,0,0.0726157521244508,0,0.0228619899302598,0.206919366516982,0.066430977606224,0.260915698167175,0,0,0.00268267535045989,0,0,0,0.11,0.135786572250938,1.04232128258609
"TCGA-EE-A184-06A-11R-A18S-07",0.107309605850301,0,0.141280429675932,0.263829924537373,0,0.0232828378723281,0.061819568706964,0.067538006974463,0.0241442613171422,0,0.086585840666081,0,0.0359402070951819,0.0510637800674381,0.0275098541329519,0.0914193327668971,0.00611243280129691,0,0.0121639175356501,0,0,0,0.02,0.261437590507909,0.987188725172372
"TCGA-ER-A193-06A-12R-A18S-07",0.00564355037849384,0.00330360832490938,0.00133078512750654,0.143597723616001,0,0.0641672204996609,0.00542174055913293,0.00383656878910261,0.0780151566001514,0,0.0239150940618129,0.00971764192574292,0,0.438358876424958,0.0961302186784237,0.0730650454522625,0,0,0.0534967695618414,0,0,0,0.01,0.321365981996912,0.970432052169288
"TCGA-ER-A42K-06A-11R-A24X-07",0,0.0925753040195968,0.0220190455648354,0,0,0.195543456862615,0,0,0.0184047449155663,0,0.144903917388717,0,0.0682282230547333,0.130979030284445,0.0145375640970251,0,0.0461868373303187,0,0.243472786085301,0,0.0231490903968453,0,0.99,-0.0674164645965675,1.10007210552503
"TCGA-RP-A694-06A-11R-A311-07",0.118537936338538,0,0.216183462957933,0.169522724885204,0,0.101102588891271,0.00380032366653118,0.0396021495653342,0.014610035336696,0,0.0696451108882828,0,0.0156850866305169,0.0305836028964401,0.0324084410073507,0.18136545044981,0.00695308648609313,0,0,0,0,0,0,0.364756051735144,0.938776788784667
"TCGA-EE-A17Y-06A-11R-A18T-07",0,0.0185043460819062,0.00544590790293843,0,0,0.0730612832248697,0,0.00934987222049279,0.061282297737652,0,0.152597864115531,0,0,0.619709970943945,0,0,0,0,0,0.059781062152841,0.000267395619824196,0,0.01,0.323028932427493,1.00006508329499
"TCGA-EE-A20C-06A-11R-A18S-07",0,0.0376100055066732,0.0242459957883444,0,0,0.332077309885263,0,0,0.0763204723983418,0,0.036584064679318,0.0519539681061325,0.0945232763522489,0.205432074550061,0,0.0665022144524642,0.0127158084266633,0,0.0459970045391767,0,0.0160378053153136,0,0.83,-0.0192228037135948,1.10115998543681
"TCGA-DA-A95V-06A-11R-A37K-07",0.0728700470871973,0,0.166791405924733,0.213455156842876,0,0.0806931325841675,0,0.0441959681695491,0.0843667504369913,0,0.0692639983972706,0,0.013615634340455,0.117200303002264,0.0595933897264498,0.0779542134880456,0,0,0,0,0,0,0,0.405126972616392,0.916293657591533
"TCGA-D3-A2JE-06A-11R-A37K-07",0.259395104276,0,0.142786025758456,0.0225382352290235,0,0.133527135232216,0,0.065496169841985,0.0326596702773092,0,0.0275655283162878,0.00522145117956854,0.0121405130435436,0.208655301421522,0.0487621067868618,0.0406128935466943,0,0,0,0.000639865090533063,0,0,0.07,0.17774024211661,1.04039138518887
"TCGA-DA-A1I8-06A-11R-A18T-07",0.000318575020628252,0.00289502703127491,0,0,0.0202258208902671,0.169791522325218,0,0,0.0430946171810024,0.022515082249275,0.0980152952397705,0,0,0.512114603663187,0,0.0789520258021534,0,0,0,0.0520774305972233,0,0,0.07,0.172313694010656,1.06967969884927
"TCGA-D3-A2JD-06A-11R-A18T-07",0.367578404187011,0,0.108297010856113,0.0852413186423619,0,0.108914387826339,0,0.0292489895103026,0.0982527555462544,0,0.062206778555825,0,0.0154899215537996,0.0708839981389988,0.00347465529314409,0.0504117798898509,0,0,0,0,0,0,0,0.476249166106578,0.884706913940872
"TCGA-ER-A3ET-06A-11R-A20F-07",0.091368703676593,0,0,0,0,0.224054476080996,0,0,0.0287311929123771,0,0.0614612780906324,0,0.0768854660340556,0,0.0205474455456958,0.454784845487929,0,0.00260345482903839,0,0,0,0.0395631373426834,0.13,0.115903075547438,1.04516671365415
"TCGA-D3-A5GR-06A-11R-A27Q-07",0.100267543114491,0.117175286065057,0.105147437918607,0.0574345394917483,0,0.169385905458364,0.011191875031091,0.00971321284129269,0.00909497257398034,0,0.0827462477357658,0,0.00756794926264521,0.204298990311242,0.0562455408053916,0.0663623995171337,0,0,0,0.00336809987319047,0,0,0,0.432484539201686,0.901203470966305
"TCGA-D3-A3MR-06A-11R-A21D-07",0.0497406245848864,0,0.110480636128177,0.266118871102531,0,0,0.0355001554173418,0.0661007040019409,0.0836763625304159,0,0.0908563492009475,0,0.0204910160530002,0.136806108825023,0.0875187952274108,0.0527103769283255,0,0,0,0,0,0,0.01,0.266645680367689,0.985182298056213
"TCGA-WE-A8ZX-06A-11R-A37K-07",0.0450252632421961,0,0.0712949565258505,0.269486861657066,0,0.118594404400811,0.0489350522444331,0.0611343264532294,0.0298185882555098,0,0.113437515657584,0,0.0547817918725047,0.0203785757461447,0.0654404961938943,0.0941695735616875,0.00750259418908895,0,0,0,0,0,0.0600000000000001,0.188694775957147,1.02653130007444
"TCGA-D9-A149-06A-11R-A18S-07",0.0359168715001026,0,0,0.125107510288338,0,0.0550041766132145,0,0.0231920283499196,0.0667434564242633,0,0.080659565397498,0.0172869035314898,0,0.21539861059541,0.0903921333407315,0.130134292331412,0.00195533972844888,0,0.136675343705692,0,0.0215337681934799,0,0.28,0.0535001916614219,1.06720832779136
"TCGA-EE-A29V-06A-12R-A18S-07",0,0,0.0276629135148358,0,0,0.31541251452151,0,0,0,0,0.069037344428791,0,0,0.186994135932375,0,0.0866158877340444,0,0.0222307933234739,0,0.21815930652489,0.0139403390108934,0.0599467650091874,0.58,0.00701139774304915,1.10531781092462
"TCGA-EE-A2GP-06A-11R-A18S-07",0,0,0.00822278087984261,0,0,0.243640733804954,0,0.041510571364986,0.0132214921938881,0,0.043347083957169,0.0449878603398073,0.066737993444692,0.0905760707319552,0.00803541821122239,0.309189372875901,0.0336598375714192,0,0.0869374911723313,0,0.00993329345183185,0,0.61,0.00212283263514936,1.08364688305359
"TCGA-GN-A4U7-06A-21R-A32P-07",0,0.07739708171238,0.00923729327416825,0.00350183213018235,0,0.269292977432397,0,0.00499245466732185,0.0419700226790587,0,0.195615039910333,0,0,0.242175554626908,0,0,0,0,0.0730332237084058,0,0.0827845198588444,0,0.83,-0.0179324923900894,1.10799702417008
"TCGA-D3-A51F-06A-11R-A266-07",0.0270806618326059,0,0.0157281871795288,0.387492538633823,0,0.0282343932562056,0,0.0755241765711284,0.103655263859834,0,0.0639882606082899,0.0333542420882442,0.0362375696075929,0,0.0633056207077594,0.146919549744381,0.00473991295177302,0,0.0137396229588346,0,0,0,0.02,0.265316432238275,1.00182233091732
"TCGA-WE-A8K5-06A-11R-A37K-07",0.0403917309072538,0,0.00301934129529445,0.15982403858541,0,0.0868146783634495,0,0.0943315410927756,0.0549930538890917,0,0.0297609570009808,0,0.0059235394129013,0.211652774168363,0.0777501318058718,0.23434023277887,0,0,0.00119798069973837,0,0,0,0.16,0.10047346708992,1.06018615884279
"TCGA-DA-A1IA-06A-11R-A18S-07",0.0550344420936273,0,0,0.275855942000985,0,0,0,0.0918108501280829,0.0274677108638868,0,0.154566829932588,0,0.0897678532943916,0.0710626274012311,0,0.162617055009552,0,0.04711759790234,0,0,0.0246990913733153,0,0.96,-0.0365319253836734,1.11843372007825
"TCGA-EE-A2GU-06A-11R-A18T-07",0.0855640846333785,0,0.0188632293969389,0.279533724678101,0,0.110363375727889,0.0333815693839965,0.0466871376371624,0.069214336184766,0,0.12924654906353,0,0.0633107741877693,0,0.0549792231267046,0.100973979193095,0.00788201678666858,0,0,0,0,0,0.11,0.13137574972942,1.0607654445431
"TCGA-FS-A1ZJ-06A-12R-A18S-07",0.0403090147818709,0,0.0171534026524096,0.208625618219179,0,0.0551799433931746,0.0220218824986789,0.0203791636251892,0.0560458097917701,0,0.0753933946505621,0,0.0268229391433743,0,0.12918715371598,0.327388895662185,0.0214927818656263,0,0,0,0,0,0.59,0.00567445347442138,1.09597501886049
"TCGA-EE-A29X-06A-11R-A18T-07",0.0279175882582371,0,0.110458145277808,0.112371678633891,0.0251323650736205,0,0.0147228091596311,0,0.0280803946103682,0,0.0378414243651317,0.0219610392773737,0,0.141223334405528,0.0269172086062219,0.320710213209199,0.0596231426876024,0,0.0730406564353872,0,0,0,0.03,0.226131756624832,0.993084883734236
"TCGA-EE-A2GM-06B-11R-A18S-07",0.0499711275611729,0,0.0277373821012497,0.302675523676605,0,0,0.00413985080451562,0.0504045152826248,0.0156215023257987,0,0.0389846857226935,0.0321500295684253,0.0554947510494212,0,0.0380366315911893,0.288274761414835,0.0817595551364172,0,0.0147496837650521,0,0,0,0.98,-0.0476259538096081,1.10693654899624
"TCGA-D3-A1Q3-06A-11R-A18T-07",0.206965682758092,0,0.028323749609503,0.186533556762566,0,0.224662885674606,0.0154223324950244,0.00974621235942733,0.0328428201628426,0,0.070859889591176,0,0.0288272909966732,0.0207761928448536,0.0481895097326863,0.12684987701255,0,0,0,0,0,0,0.03,0.231652736612872,1.00547751431574
"TCGA-GN-A9SD-06A-11R-A40A-07",0.226151994177736,0,0.0574037840178411,0.173641165711384,0,0.19982164526495,0.0199228290710991,0,0.0555595506206194,0,0.0416410342831661,0,0.0356141007369114,0.0302448135831849,0.0637874362804829,0.096046785514091,0.00016486073853348,0,0,0,0,0,0,0.364300623055272,0.939006240651943
"TCGA-D3-A3ML-06A-11R-A21D-07",0.0272116418389327,0,0.0610720979402798,0.0472399946535228,0,0.276738824579954,0,0.00802474058532419,0.0399830926220752,0,0.0681964370359599,0,0,0.0822996359382224,0.0824820676401613,0.306751467165568,0,0,0,0,0,0,0.99,-0.0664693610640428,1.11831497753471
"TCGA-FS-A1ZW-06A-12R-A18T-07",0.0341470385691673,0,0.504442632787377,0.0851624964482957,0,0.0917894458138478,0.0191101814445301,0.0122618291665061,0,0,0.0131494784026524,0,0.00529407404360783,0.00851486273634305,0.0353204426440572,0.173271087702661,0,0,0,0,0.017536430240954,0,0,0.638592342156409,0.77098861873457
"TCGA-FS-A4F8-06A-11R-A266-07",0.206018439784262,0,0.0561729860305942,0.134845563805327,0,0.273925958026721,0.0172843468374691,0,0.0301947841901955,0,0.0920452795633949,0,0.0383096468717599,0.0373842883725439,0.0354534565871639,0.0783652499305686,0,0,0,0,0,0,0,0.36170779563273,0.940853685718346
"TCGA-W3-A825-06A-11R-A352-07",0.118643418947951,0,0.0223394264305887,0.160641217266081,0,0.172810093510921,0,0.0290977411340186,0.000384568953793982,0,0.0876609889136207,0,0.0254854277988892,0.141424439665356,0.0278894290356441,0.203897633288821,0,0,0,0.00972561505431394,0,0,0.02,0.245398307703536,0.988501226267905
"TCGA-GN-A267-06A-21R-A18T-07",0,0.0277209096686493,0.00946917721567166,0.329580331091235,0,0.0282536193815474,0.00347590999534751,0.103861167435546,0.154309796072601,0,0,0,0,0.0843000843697358,0.068013729345905,0.0890543312632596,0.0122590789707194,0,0.0261513106248984,0,0.0635505545648841,0,0.19,0.0767881592773646,1.08419425565882
"TCGA-D3-A8GQ-06A-11R-A37K-07",0.073379084025093,0,0.224536475775805,0.056438063084862,0,0.0575591333556894,0.0140984568222201,0.000880945803670261,0.0187992693083363,0,0.0605236903228676,0,0,0.330985589687931,0.0102407583074077,0.135722369855066,0,0,0,0.0168361636510507,0,0,0,0.386615403295942,0.931829981919729
"TCGA-EE-A3JA-06A-11R-A20F-07",0.0605102514034432,0,0.0986330116493781,0.119138201066971,0,0.22845808630289,0.0273122211335628,0.0416227504982024,0,0,0.00181333333024764,0,0.0464250367625215,0,0.025924296340621,0.315773129220655,0.0101942999711675,0,0.0170259879302612,0,0,0.00716939439007816,0.04,0.206688315299594,1.00103070257664
"TCGA-GF-A6C9-06A-11R-A311-07",0.129536740932066,0,0.0838472705254947,0.0555679887317514,0,0.1300075018661,0.01720508936334,0.000180608595388286,0,0,0.0889502336053647,0,0,0.266190911423522,0.0475379352602864,0.17707570963424,0,0,0.00390001006244772,0,0,0,0,0.443382335683472,0.895410924545786
"TCGA-ER-A19A-06A-21R-A18U-07",0.016872859041735,0.00112771178012354,0,0.115272266866036,0,0.106679731223645,0.0172106484542232,0.0730190532734534,0.0280977327406984,0,0.0819924742332163,0,0.0359758343304053,0.222864465603109,0.075408639197614,0.196691948295931,0,0,0.0287866349598105,0,0,0,0,0.493850414417256,0.869372928396699
"TCGA-EE-A2GE-06A-11R-A18T-07",0.0176439162211956,0,0.114710424419149,0.185844772663825,0,0.115820960147126,0.0129885383100959,0.0190532412468907,0.0640413788952214,0,0.0782261123506033,0,0.0726955193477749,0.108146186635801,0.0460773755478379,0.160901742806208,0,0,0,0.00384983140827087,0,0,0.03,0.233775099836654,0.991340652902066
"TCGA-D3-A51G-06A-11R-A266-07",0,0,0.00196049513580465,0.184300953084789,0,0.0225732510860798,0,0.107488329397779,0.0326411755697448,0,0.0514008059206625,0,0,0.42389441574881,0.0636378870053017,0.112102687051028,0,0,0,0,0,0,0.08,0.160817630089307,1.05868907015267
"TCGA-EE-A29A-06A-12R-A18U-07",0,0.0114479756757121,0.000679320674585017,0,0,0.282014021749104,0,0.0859388145632208,0.0762827127371572,0,0.0572661769966277,0,0.0305064470738531,0.267764339031617,0,0.143926421439673,0,0,0.0441737700584505,0,0,0,0.97,-0.0447525089562189,1.12938647088108
"TCGA-W3-AA21-06A-11R-A38C-07",0.0248280532862225,0.0275046340291398,0.047415653254562,0.135431683934319,0,0.0210247708484347,0.0299391373596382,0,0.146323085738951,0,0.18394975078118,0,0.0306669623071869,0.126508244604583,0.0333212748950714,0.0192349498335036,0.0269303308890898,0.00676549211764485,0.133937105897195,0,0.00621887022327859,0,0.44,0.0304662656558942,1.07748167379133
"TCGA-FS-A1ZP-06A-11R-A18T-07",0.0959680995869053,0,0.0312568005634181,0.111719224712433,0.00479657208277294,0.0975916537503858,0.00653637092888493,0,0,0,0.0418544025897093,0,0,0,0.000359318524808654,0.430387391504188,0.0411222000705007,0,0.138407965685994,0,0,0,0.16,0.0941170549025717,1.04519376086987
"TCGA-D3-A51H-06A-12R-A266-07",0.452654221486937,0.0460084269127673,0.101413131300079,0.0548635112434979,0.0161287344727346,0.111514084018795,0.028590162795927,0,0.00667597893439682,0,0.0774908558766575,0,0,0.0469280145484493,0.0261208390257369,0.0221407217705146,0,0,0,0.00947131761350595,0,0,0,0.678043186119781,0.73459732298745
"TCGA-W3-AA1R-06A-11R-A39D-07",0.0336901000491,0,0.107916235843388,0.227520160641663,0,0,0.0332559529748076,0.166656424533377,0.0361420405587794,0,0.106713148928608,0,0.0485058263178555,0.0367143974035692,0.0521151759039801,0.0865258416198542,0,0,0,0.0148760038947905,0.0493686913302286,0,0.08,0.151509603173225,1.03475630630676
"TCGA-W3-AA1W-06A-11R-A38C-07",0.0282865852029741,0,0.0139040802014053,0.345337250005879,0,0.0367125698310481,0.015755501872137,0.0569787520517223,0.0924903431792474,0,0.132857968626908,0,0.0300368854909155,0.0306448981088343,0.0922249406320669,0.119161103936422,0.00560912086044024,0,0,0,0,0,0.02,0.246023735640188,1.01053402446256
"TCGA-EE-A2MP-06A-11R-A18S-07",0.000714223420528677,0,0,0.199080634356179,0,0,0,0.0602485397121156,0.105943088050879,0,0,0.0710103534105971,0.101581060179962,0.028146429702556,0.131360420670132,0.169626891151917,0.0587715851459465,0,0.0614424186485888,0,0.0120743555505985,0,0.22,0.0684619266277806,1.06514624613243
"TCGA-ER-A19Q-06A-11R-A18U-07",0.0186144711332278,0,0.000625206480641407,0.111945062282076,0,0.0971835705336231,0,0.0347474472087679,0.0510392347290939,0,0.0237143104084746,0.00683865641026959,0.080920566381889,0.272997202205125,0.0779117373249105,0.197542840302032,0.00897964955649778,0,0.0169400450433711,0,0,0,0.23,0.0616766055552794,1.07789649016911
"TCGA-EE-A2GD-06A-11R-A18T-07",0.044038487157517,0,0.0126559760431352,0,0,0.291698839438427,0.0142569022270163,0,0,0,0.0885359224011875,0,0.0326577149296278,0.0354062778680435,0.00236615574233624,0.386434117265845,0,0.0449267169206892,0,0.0257809372035906,0,0.0212419528025846,0.42,0.0332612869572149,1.074343928618
"TCGA-EE-A2M8-06A-12R-A18S-07",0.0488260762874312,0,0.0130793488403296,0.326721488760904,0,0.139266064205994,0,0.0633902024739653,0.0804454651993925,0,0.11069734827131,0,0.0357392032518259,0,0.0638211786725939,0.0996965504938801,0.0140876790314118,0,0,0.00422939451096251,0,0,0.05,0.194831457750254,1.04213699069683
"TCGA-EE-A17X-06A-11R-A18S-07",0,0.0162407708657513,0.000975580738497591,0.0437711161136441,0,0.197821542055291,0,0.0337589697592656,0.0783524042175257,0,0.256008142512648,0,0,0.206300568490338,0,0.12426398911288,0,0,0,0.00591118168719545,0.00570948553026512,0.030886248916698,0.71,-0.00702555717391979,1.12791302632385
"TCGA-D3-A8GD-06A-11R-A37K-07",0.134462130082335,0,0.0509661262581313,0.178440697277787,0,0.0768536854955904,0.0524019590357357,0,0.0716453870225566,0,0.145580513178666,0,0.047300461260838,0.0957137756887778,0.0861445611816571,0.0604907035179254,0,0,0,0,0,0,0.01,0.279270687294084,0.977011322797241
"TCGA-DA-A1IC-06A-11R-A18S-07",0.0234502842968465,0,0,0.196212056168323,0,0.173777260529339,0,0.00735448535838976,0.0548399258489029,0,0.0662821147394635,0,0.0357607713996601,0.0465660143795934,0.0534953470077652,0.198067650407898,0,0,0.144194089863819,0,0,0,0.98,-0.0474196121414524,1.10685167635204
